trans_hour,trans_day,trans_month,trans_year,category,upi_number,age,trans_amount,state,zip,fraud_risk
16,24,2,2022,12,9101000179,31,3.44,45,24340,0
17,24,2,2022,12,9101000180,67,916.56,21,4286,1
21,24,2,2022,12,9101000181,23,3413.05,22,49628,0
22,24,2,2022,1,9101000182,44,125.12,48,53801,1
23,24,2,2022,5,9101000183,44,18.83,48,53801,1
0,25,2,2022,4,9101000184,22,311.02,12,51006,1
0,25,2,2022,4,9101000185,93,287.45,34,14532,1
0,25,2,2022,4,9101000186,22,298.7,29,68375,1
0,25,2,2022,2,9101000187,22,10.44,29,68375,1
1,25,2,2022,4,9101000188,22,300.27,29,68375,1
1,25,2,2022,4,9101000189,22,299.49,29,68375,1
1,25,2,2022,4,7005000000,22,302.05,12,51006,1
1,25,2,2022,2,7005000001,67,17.22,21,4286,1
1,25,2,2022,2,7005000002,44,8.75,48,53801,1
1,25,2,2022,12,7005000003,59,42.66,21,4680,0
1,25,2,2022,2,7005000004,57,50.89,35,43903,0
2,25,2,2022,2,7005000005,22,9.21,29,68375,1
2,25,2,2022,8,7005000006,44,765.47,48,53801,1
2,25,2,2022,2,7005000007,81,14.02,34,10553,1
2,25,2,2022,2,7005000008,53,78.04,43,76857,0
2,25,2,2022,4,7005000009,22,292.71,12,51006,1
3,25,2,2022,4,7005000010,44,369.96,48,53801,1
3,25,2,2022,4,7005000011,44,340.69,48,53801,1
3,25,2,2022,4,7005000012,22,285.81,29,68375,1
3,25,2,2022,2,7005000013,70,53.28,29,68973,0
3,25,2,2022,4,7005000014,93,320.83,34,14532,1
4,25,2,2022,12,7005000015,82,1.44,48,54981,0
4,25,2,2022,0,7005000016,58,6.88,9,33417,0
5,25,2,2022,2,7005000017,63,43.19,37,97441,0
6,25,2,2022,4,7005000018,22,320.85,12,51006,1
7,25,2,2022,11,7005000019,82,7.77,34,11419,0
10,25,2,2022,4,7005000020,47,111.25,12,51521,0
10,25,2,2022,2,7005000021,17,60.34,25,38677,0
10,25,2,2022,4,7005000022,22,279.59,12,51006,1
12,25,2,2022,5,7005000023,43,67.46,2,72011,0
14,25,2,2022,7,7005000024,22,20.27,29,68375,1
14,25,2,2022,6,7005000025,46,43.65,12,50664,0
14,25,2,2022,7,7005000026,44,41.22,10,31042,0
16,25,2,2022,6,7005000027,26,64.88,24,64058,0
16,25,2,2022,8,7005000028,19,14.77,43,77566,0
17,25,2,2022,0,7005000029,38,78.39,41,57756,0
18,25,2,2022,11,7005000030,22,1021.53,12,51006,1
18,25,2,2022,5,7005000031,38,117.01,49,25213,0
19,25,2,2022,0,7005000032,62,46.64,14,61335,0
21,25,2,2022,7,7005000033,33,59.37,14,60072,0
21,25,2,2022,8,7005000034,67,669.3,21,4286,1
22,25,2,2022,11,7005000035,22,1165.94,29,68375,1
22,25,2,2022,11,7005000036,22,942.93,29,68375,1
22,25,2,2022,12,7005000037,67,913.21,21,4286,1
22,25,2,2022,8,7005000038,93,840.98,34,14532,1
22,25,2,2022,11,7005000039,49,940.76,12,52576,1
22,25,2,2022,11,7005000040,93,1085.73,34,14532,1
22,25,2,2022,1,7005000041,49,116.77,12,52576,1
22,25,2,2022,11,7005000042,22,1078.92,29,68375,1
22,25,2,2022,11,7005000043,22,964.75,12,51006,1
22,25,2,2022,4,7005000044,93,304.93,34,14532,1
22,25,2,2022,11,7005000045,49,901.2,12,52576,1
22,25,2,2022,11,7005000046,81,1010.74,34,10553,1
22,25,2,2022,11,7005000047,81,1111.8,34,10553,1
23,25,2,2022,11,7005000048,67,907.95,21,4286,1
23,25,2,2022,4,7005000049,81,314.36,34,10553,1
23,25,2,2022,8,7005000050,49,763.4,12,52576,1
23,25,2,2022,11,7005000051,81,898.42,34,10553,1
23,25,2,2022,13,7005000052,22,9.15,29,68375,1
23,25,2,2022,11,7005000053,22,996.11,29,68375,1
23,25,2,2022,8,7005000054,22,659.33,29,68375,1
23,25,2,2022,13,7005000055,22,9.89,29,68375,1
23,25,2,2022,8,7005000056,22,795.06,12,51006,1
23,25,2,2022,8,7005000057,81,811.46,34,10553,1
23,25,2,2022,8,7005000058,81,798.77,34,10553,1
23,25,2,2022,11,7005000059,22,956.7,29,68375,1
23,25,2,2022,8,7005000060,22,741.78,29,68375,1
23,25,2,2022,7,7005000061,44,18.04,48,53801,1
23,25,2,2022,8,7005000062,93,803.49,34,14532,1
0,26,2,2022,4,7005000063,33,183.8,9,33872,0
0,26,2,2022,3,7005000064,22,10.54,29,68375,1
1,26,2,2022,4,7005000065,59,296.89,1,35803,1
1,26,2,2022,2,7005000066,77,13.49,35,45342,1
1,26,2,2022,2,7005000067,47,44.81,49,26339,0
1,26,2,2022,2,7005000068,93,10.91,34,14532,1
1,26,2,2022,4,7005000069,22,307.7,29,68375,1
1,26,2,2022,4,7005000070,93,293.04,34,14532,1
1,26,2,2022,4,7005000071,22,328.75,29,68375,1
2,26,2,2022,4,7005000072,59,315.99,1,35803,1
2,26,2,2022,2,7005000073,22,8.97,12,51006,1
2,26,2,2022,4,7005000074,77,319.32,35,45342,1
3,26,2,2022,4,7005000075,22,306.79,12,51006,1
3,26,2,2022,4,7005000076,93,294.51,34,14532,1
3,26,2,2022,4,7005000077,77,277.87,35,45342,1
3,26,2,2022,4,7005000078,38,114.6,41,57756,0
5,26,2,2022,2,7005000079,33,63.73,24,64874,0
6,26,2,2022,4,7005000080,51,113.31,32,88325,0
7,26,2,2022,4,7005000081,59,306.8,1,35803,1
12,26,2,2022,5,7005000082,73,6.72,38,15449,0
15,26,2,2022,10,7005000083,50,165.61,34,14586,0
15,26,2,2022,7,7005000084,39,45.39,25,39113,0
17,26,2,2022,6,7005000085,53,78.31,13,83643,0
17,26,2,2022,1,7005000086,68,69.77,45,22015,0
17,26,2,2022,4,7005000087,49,310.49,12,52576,1
19,26,2,2022,10,7005000088,67,9.02,17,40202,0
19,26,2,2022,5,7005000089,39,45.27,9,33811,0
19,26,2,2022,0,7005000090,46,88.21,32,87533,0
20,26,2,2022,8,7005000091,49,899.58,12,52576,1
21,26,2,2022,13,7005000092,59,10.64,1,35803,1
22,26,2,2022,4,7005000093,49,316.87,12,52576,1
22,26,2,2022,12,7005000094,77,1134.6,35,45342,1
22,26,2,2022,8,7005000095,81,817.64,34,10553,1
22,26,2,2022,11,7005000096,49,846.25,12,52576,1
22,26,2,2022,11,7005000097,81,909.49,34,10553,1
22,26,2,2022,11,7005000098,93,1091.47,34,14532,1
22,26,2,2022,12,7005000099,81,874.98,34,10553,1
22,26,2,2022,11,7005000100,77,1041.68,35,45342,1
23,26,2,2022,9,7005000101,77,8.13,35,45342,1
23,26,2,2022,12,7005000102,59,951.68,1,35803,1
23,26,2,2022,0,7005000103,93,431.21,34,14532,1
23,26,2,2022,11,7005000104,81,1002.61,34,10553,1
23,26,2,2022,12,7005000105,59,1139.57,1,35803,1
23,26,2,2022,11,7005000106,59,931.07,1,35803,1
23,26,2,2022,11,7005000107,22,1131,12,51006,1
0,27,2,2022,2,7005000108,59,8.9,1,35803,1
0,27,2,2022,12,7005000109,49,1.41,4,92637,0
1,27,2,2022,2,7005000110,42,79.73,20,20687,0
10,27,2,2022,4,7005000111,28,93.29,38,15480,0
11,27,2,2022,12,7005000112,54,4.96,22,48154,0
17,27,2,2022,7,7005000113,33,245.21,9,33872,0
17,27,2,2022,12,7005000114,77,877.52,35,45342,1
21,27,2,2022,5,7005000115,33,37.38,20,21872,0
22,27,2,2022,8,7005000116,59,749.98,1,35803,1
22,27,2,2022,7,7005000117,77,23.01,35,45342,1
23,27,2,2022,5,7005000118,28,71.38,46,5486,0
23,27,2,2022,5,7005000119,39,5.7,22,49854,0
0,28,2,2022,4,7005000120,25,353.39,16,67851,1
0,28,2,2022,1,7005000121,25,116.26,16,67851,1
0,28,2,2022,2,7005000122,28,10.13,12,51632,1
0,28,2,2022,9,7005000123,25,7.3,16,67851,1
1,28,2,2022,2,7005000124,28,10.29,12,51632,1
1,28,2,2022,2,7005000125,48,16.6,49,24927,1
1,28,2,2022,8,7005000126,28,779.79,12,51632,1
2,28,2,2022,2,7005000127,25,11.11,16,67851,1
3,28,2,2022,4,7005000128,48,289.23,49,24927,1
4,28,2,2022,2,7005000129,28,9.07,12,51632,1
4,28,2,2022,12,7005000130,50,59.43,14,60193,0
10,28,2,2022,9,7005000131,62,298.71,14,61335,0
15,28,2,2022,5,7005000132,25,21.29,16,67851,1
20,28,2,2022,12,7005000133,48,1025.34,49,24927,1
21,28,2,2022,10,7662000000,21,1.04,40,29455,0
22,28,2,2022,10,7662000001,48,49.17,49,24927,1
22,28,2,2022,12,7662000002,28,747.73,12,51632,1
22,28,2,2022,11,7662000003,48,869.29,49,24927,1
22,28,2,2022,6,7662000004,33,5.54,4,94558,0
22,28,2,2022,9,7662000005,28,8.66,12,51632,1
22,28,2,2022,11,7662000006,28,946.02,12,51632,1
22,28,2,2022,11,7662000007,28,1238.3,12,51632,1
22,28,2,2022,7,7662000008,25,23.05,16,67851,1
22,28,2,2022,10,7662000009,25,19.64,16,67851,1
23,28,2,2022,7,7662000010,25,18.52,16,67851,1
23,28,2,2022,5,7662000011,78,66.11,45,24070,0
23,28,2,2022,8,7662000012,48,862.09,49,24927,1
23,28,2,2022,12,7662000013,48,880.99,49,24927,1
0,28,2,2022,9,7662000014,31,23.48,27,27522,0
0,28,2,2022,3,7662000015,48,14.69,49,24927,1
1,28,2,2022,12,7662000016,25,788.9,16,67851,1
1,28,2,2022,12,7662000017,25,755.85,16,67851,1
1,28,2,2022,9,7662000018,25,8.3,16,67851,1
1,28,2,2022,12,7662000019,46,744.23,38,19154,1
2,28,2,2022,2,7662000020,48,18.71,49,24927,1
3,28,2,2022,3,7662000021,25,13.1,16,67851,1
9,28,2,2022,9,7662000022,25,7.77,16,67851,1
10,28,2,2022,12,7662000023,65,9.74,35,43760,0
10,28,2,2022,4,7662000024,48,122.68,34,12092,0
11,28,2,2022,0,7662000025,25,559.27,16,67851,1
12,28,2,2022,5,7662000026,49,34.99,31,7980,0
16,28,2,2022,0,7662000027,45,15.82,38,16858,0
17,28,2,2022,5,7662000028,25,21.55,16,67851,1
19,28,2,2022,11,7662000029,48,758.33,49,24927,1
21,28,2,2022,6,7662000030,46,247.83,38,19154,1
22,28,2,2022,11,7662000031,48,896.22,49,24927,1
22,28,2,2022,11,7662000032,28,1022.46,12,51632,1
22,28,2,2022,4,7662000033,48,328.03,49,24927,1
22,28,2,2022,11,7662000034,48,1033.69,49,24927,1
22,28,2,2022,10,7662000035,46,24.37,38,19154,1
23,28,2,2022,1,7662000036,48,113.7,49,24927,1
23,28,2,2022,6,7662000037,25,229.85,16,67851,1
23,28,2,2022,13,7662000038,28,9.68,12,51632,1
23,28,2,2022,8,7662000039,48,796.29,49,24927,1
1,3,1,2022,2,7662000040,32,13.17,50,82514,1
2,3,1,2022,3,7662000041,37,30.67,48,53129,0
2,3,1,2022,2,7662000042,32,11.74,50,82514,1
3,3,1,2022,12,7662000043,65,25.16,12,52217,0
4,3,1,2022,11,7662000044,32,103.03,45,24433,0
5,3,1,2022,1,7662000045,46,101.79,38,19154,1
13,3,1,2022,12,7662000046,36,2,12,50469,0
16,3,1,2022,5,7662000047,46,20.17,38,19154,1
22,3,1,2022,6,7662000048,46,243.17,38,19154,1
23,3,1,2022,10,7662000049,32,19.16,50,82514,1
1,3,2,2022,8,7662000050,31,107.34,23,56672,0
1,3,2,2022,2,7662000051,66,74.45,43,75236,0
1,3,2,2022,2,7662000052,56,10.45,20,21658,1
2,3,2,2022,4,7662000053,62,103.04,38,16839,0
8,3,2,2022,2,7662000054,64,44.48,12,51453,0
11,3,2,2022,3,7662000055,56,12.46,20,21658,1
14,3,2,2022,10,7662000056,43,7.2,43,78248,0
15,3,2,2022,6,7662000057,24,31.35,18,70726,0
16,3,2,2022,0,7662000058,42,75.5,23,55771,0
21,3,2,2022,10,7662000059,15,3.12,14,62668,0
22,3,2,2022,1,7662000060,29,58.79,38,15324,0
22,3,2,2022,12,7662000061,32,830.06,50,82514,1
22,3,2,2022,6,7662000062,32,261.79,50,82514,1
23,3,2,2022,0,7662000063,32,594.09,50,82514,1
23,3,2,2022,1,7662000064,32,130.08,50,82514,1
23,3,2,2022,10,7662000065,32,20.41,50,82514,1
23,3,2,2022,5,7662000066,61,20.96,2,72059,0
23,3,2,2022,7,7662000067,32,19.23,50,82514,1
23,3,2,2022,12,7662000068,56,952.43,20,21658,1
1,3,3,2022,4,7662000069,56,281.19,20,21658,1
1,3,3,2022,3,7662000070,56,10.12,20,21658,1
1,3,3,2022,2,7662000071,56,6.93,20,21658,1
3,3,3,2022,2,7662000072,56,9.85,20,21658,1
4,3,3,2022,2,7662000073,33,57.12,19,1843,0
7,3,3,2022,8,7662000074,64,35.33,38,17058,0
9,3,3,2022,2,7662000075,28,93.06,34,10463,0
11,3,3,2022,11,7662000076,51,9.89,31,7022,0
13,3,3,2022,1,7662000077,25,8.03,2,72042,0
13,3,3,2022,8,7662000078,56,887.89,20,21658,1
13,3,3,2022,6,7662000079,31,1.05,9,32780,0
14,3,3,2022,6,7662000080,42,86.58,18,70808,0
14,3,3,2022,0,7662000081,50,8.97,17,42634,0
16,3,3,2022,10,7662000082,63,23.79,15,47110,0
16,3,3,2022,8,7662000083,56,775.12,20,21658,1
18,3,3,2022,6,7662000084,39,87.27,9,33811,0
18,3,3,2022,1,7662000085,63,8.47,15,46702,0
19,3,3,2022,6,7662000086,30,57.71,34,11955,0
19,3,3,2022,7,7662000087,43,97.37,46,5733,0
20,3,3,2022,7,7662000088,66,16.84,24,64470,0
20,3,3,2022,5,7662000089,41,44.92,34,10604,0
21,3,3,2022,1,7662000090,32,3.42,9,33040,0
21,3,3,2022,12,7662000091,30,46.64,35,44233,0
22,3,3,2022,12,7662000092,56,968.56,20,21658,1
22,3,3,2022,1,7662000093,42,87.28,18,70808,0
23,3,3,2022,11,7662000094,42,7.7,20,20687,0
23,3,3,2022,5,7662000095,45,66.1,29,68031,0
23,3,3,2022,11,7662000096,56,1015.74,20,21658,1
23,3,3,2022,11,7662000097,56,1060.77,20,21658,1
0,3,4,2022,4,7662000098,73,299,22,48206,1
1,3,4,2022,4,7662000099,73,281.28,22,48206,1
1,3,4,2022,4,7662000100,15,64.05,14,62668,0
1,3,4,2022,2,7662000101,73,10.09,22,48206,1
1,3,4,2022,9,7662000102,27,800.75,34,14816,1
2,3,4,2022,2,7662000103,57,60.16,38,16239,0
2,3,4,2022,4,7662000104,73,311.46,22,48206,1
2,3,4,2022,4,7662000105,27,346.75,34,14816,1
3,3,4,2022,4,7662000106,73,309.75,22,48206,1
3,3,4,2022,8,7662000107,40,247.05,47,99160,0
4,3,4,2022,3,7662000108,48,44.34,43,76665,0
4,3,4,2022,8,7662000109,42,54.51,14,62856,0
5,3,4,2022,11,7662000110,64,1.73,24,64630,0
6,3,4,2022,2,7662000111,23,63.09,43,77327,0
6,3,4,2022,9,7662000112,40,27.43,34,12455,0
10,3,4,2022,4,7662000113,31,207.73,10,31605,0
11,3,4,2022,4,7662000114,58,116.74,20,21524,0
14,3,4,2022,11,7662000115,18,11.21,2,72165,0
15,3,4,2022,12,7662000116,43,43.55,15,46254,0
15,3,4,2022,10,7662000117,60,60.25,34,13615,0
17,3,4,2022,0,7662000118,46,20.63,4,92585,0
17,3,4,2022,11,7662000119,25,6.74,50,82501,0
17,3,4,2022,12,7662000120,33,4.27,38,19007,0
19,3,4,2022,8,7662000121,22,122.24,17,40077,0
19,3,4,2022,10,7662000122,44,80.4,31,7060,0
19,3,4,2022,7,7662000123,40,48.46,25,39113,0
21,3,4,2022,12,7662000124,33,5.91,19,1843,0
21,3,4,2022,7,7662000125,47,127.49,14,62067,0
22,3,4,2022,0,7662000126,73,383.07,22,48206,1
22,3,4,2022,11,7662000127,73,987.73,22,48206,1
22,3,4,2022,1,7662000128,27,117.22,34,14816,1
22,3,4,2022,8,7662000129,58,626.15,24,63131,1
23,3,4,2022,7,7662000130,27,15.86,34,14816,1
23,3,4,2022,12,7662000131,58,950.42,24,63131,1
23,3,4,2022,7,7662000132,26,107.2,40,29081,0
0,3,5,2022,3,7662000133,58,9.95,24,63131,1
0,3,5,2022,11,7662000134,39,920.74,9,33760,1
0,3,5,2022,11,7662000135,27,864.43,34,14816,1
1,3,5,2022,2,7662000136,47,61.6,34,12037,0
1,3,5,2022,0,7662000137,39,465.34,9,33760,1
2,3,5,2022,4,7662000138,46,96.01,1,35747,0
2,3,5,2022,11,7662000139,39,1051.32,9,33760,1
2,3,5,2022,12,7662000140,39,803.93,9,33760,1
3,3,5,2022,9,7662000141,39,8.9,9,33760,1
3,3,5,2022,3,7662000142,73,11.01,22,48206,1
5,3,5,2022,11,7662000143,68,6.32,38,15432,0
13,3,5,2022,4,7662000144,73,306.3,22,48206,1
13,3,5,2022,5,7662000145,58,23.38,16,67556,0
13,3,5,2022,1,7662000146,60,10.87,25,39665,0
14,3,5,2022,7,7662000147,47,52.69,18,70531,0
15,3,5,2022,6,7662000148,27,261.6,34,14816,1
15,3,5,2022,1,7662000149,39,65.89,49,25213,0
16,3,5,2022,11,7662000150,58,914.49,24,63131,1
16,3,5,2022,4,7662000151,73,335.29,22,48206,1
20,3,5,2022,1,7662000152,15,9.1,14,62668,0
20,3,5,2022,6,7662000153,43,44.62,48,54154,0
22,3,5,2022,11,7662000154,58,1209.7,24,63131,1
22,3,5,2022,12,7662000155,45,4.37,4,90650,0
22,3,5,2022,7,7662000156,72,98.16,49,25106,0
22,3,5,2022,7,7662000157,58,18.69,24,63131,1
22,3,5,2022,5,7662000158,39,18.58,9,33760,1
23,3,5,2022,4,7662000159,58,292.07,24,63131,1
23,3,5,2022,5,7662000160,39,19.36,9,33760,1
23,3,5,2022,0,7662000161,27,397.71,34,14816,1
23,3,5,2022,8,7662000162,58,733.72,24,63131,1
0,3,6,2022,4,7662000163,39,371.98,9,33760,1
0,3,6,2022,9,7662000164,31,7.52,24,64114,1
0,3,6,2022,9,7662000165,39,6.98,9,33760,1
1,3,6,2022,11,7662000166,31,1039.27,24,64114,1
2,3,6,2022,0,7662000167,49,5.56,22,48202,0
5,3,6,2022,9,7662000168,65,7.26,38,16048,0
5,3,6,2022,9,7662000169,39,7.86,9,33760,1
8,3,6,2022,12,7662000170,39,866.88,9,33760,1
8,3,6,2022,4,7662000171,63,92.8,4,92210,0
9,3,6,2022,2,7662000172,32,86.9,38,17060,0
11,3,6,2022,3,7662000173,41,77.78,18,70774,0
17,3,6,2022,7,7662000174,31,19.58,24,64114,1
18,3,6,2022,5,7662000175,47,29.75,49,26339,0
20,3,6,2022,10,7662000176,27,100.21,48,53120,0
20,3,6,2022,10,7662000177,39,17.82,9,33760,1
20,3,6,2022,7,7662000178,48,94.58,4,91321,0
20,3,6,2022,5,7662000179,46,77.43,32,87533,0
22,3,6,2022,0,7662000180,34,35.14,1,36869,0
22,3,6,2022,5,7662000181,31,20.63,24,64114,1
22,3,6,2022,1,7662000182,31,118.06,24,64114,1
22,3,6,2022,13,7662000183,39,8.29,9,33760,1
23,3,6,2022,7,7662000184,46,52.27,14,61477,0
23,3,6,2022,5,7662000185,39,18.86,9,33760,1
23,3,6,2022,10,7662000186,39,19.38,9,33760,1
23,3,6,2022,7,7662000187,39,18.9,9,33760,1
0,3,7,2022,4,7662000188,31,363.36,24,64114,1
0,3,7,2022,12,7662000189,31,738.87,24,64114,1
1,3,7,2022,1,7662000190,31,120.36,24,64114,1
1,3,7,2022,11,7662000191,31,981.21,24,64114,1
2,3,7,2022,2,7662000192,70,9.16,16,66070,1
2,3,7,2022,9,7662000193,46,799.55,40,29939,1
2,3,7,2022,4,7662000194,73,357.15,43,76631,1
2,3,7,2022,4,7662000195,64,297.78,1,36532,1
3,3,7,2022,4,7662000196,73,317.98,43,76631,1
6,3,7,2022,4,7662000197,46,347.46,40,29939,1
9,3,7,2022,3,7662000198,34,35.85,36,73027,0
10,3,7,2022,8,7662000199,37,50.23,3,85020,0
12,3,7,2022,12,7662000200,64,948.2,1,36532,1
13,3,7,2022,5,7662000201,24,6.04,23,55080,0
13,3,7,2022,9,7662000202,48,4.57,38,15458,0
15,3,7,2022,6,7662000203,46,261.36,40,29939,1
15,3,7,2022,5,7662000204,47,77.71,18,70531,0
16,3,7,2022,9,7662000205,47,14.17,41,57374,0
19,3,7,2022,6,7662000206,46,109.55,18,70056,0
22,3,7,2022,11,7662000207,64,915.76,1,36532,1
22,3,7,2022,8,7662000208,73,744.36,43,76631,1
22,3,7,2022,7,7662000209,46,21.96,40,29939,1
22,3,7,2022,1,7662000210,46,149.33,40,29939,1
22,3,7,2022,9,7662000211,73,50.11,43,76631,1
22,3,7,2022,10,7662000212,46,17.17,40,29939,1
22,3,7,2022,11,7662000213,70,979.93,16,66070,1
22,3,7,2022,9,7662000214,73,48.43,43,76631,1
22,3,7,2022,8,7662000215,73,763.11,43,76631,1
23,3,7,2022,12,7662000216,64,900.57,1,36532,1
23,3,7,2022,11,7662000217,64,965.21,1,36532,1
23,3,7,2022,12,7662000218,70,1206.65,16,66070,1
0,3,8,2022,11,7662000219,48,967.35,30,3816,1
0,3,8,2022,4,7662000220,65,296.18,1,36532,1
1,3,8,2022,4,7662000221,46,342.9,40,29939,1
1,3,8,2022,4,7662000222,59,156.81,17,41810,0
1,3,8,2022,2,7662000223,70,5.93,16,66070,1
1,3,8,2022,4,7662000224,65,296.14,1,36532,1
2,3,8,2022,12,7662000225,48,990.96,30,3816,1
2,3,8,2022,4,7662000226,73,358.27,43,76631,1
3,3,8,2022,4,7662000227,48,372.4,30,3816,1
3,3,8,2022,4,7662000228,46,335.18,40,29939,1
3,3,8,2022,8,7662000229,46,950.47,40,29939,1
3,3,8,2022,3,7662000230,46,6.68,40,29939,1
4,3,8,2022,4,7662000231,51,135.93,49,26237,0
9,3,8,2022,4,7662000232,65,286.7,1,36532,1
9,3,8,2022,2,7662000233,67,53.8,36,73754,0
10,3,8,2022,11,7662000234,46,1131.83,40,29939,1
12,3,8,2022,7,7662000235,41,49.37,26,59014,0
12,3,8,2022,1,7662000236,39,18.34,49,25213,0
14,3,8,2022,10,7662000237,92,28.53,10,31563,0
14,3,8,2022,5,7662000238,21,11.24,10,30009,0
15,3,8,2022,5,7662000239,37,30.01,49,26292,0
15,3,8,2022,11,7662000240,47,5.75,35,45331,0
21,3,8,2022,10,7662000241,73,20.8,34,13342,0
22,3,8,2022,12,7662000242,65,869.58,1,36532,1
22,3,8,2022,11,7662000243,70,924.81,16,66070,1
22,3,8,2022,7,7662000244,46,21.01,40,29939,1
22,3,8,2022,7,7662000245,48,21.28,30,3816,1
22,3,8,2022,0,7662000246,73,580.36,43,76631,1
23,3,8,2022,8,7662000247,65,811.41,1,36532,1
23,3,8,2022,11,7662000248,70,1126.12,16,66070,1
23,3,8,2022,13,7662000249,70,9.71,16,66070,1
23,3,8,2022,11,7662000250,65,983.84,1,36532,1
23,3,8,2022,11,7662000251,70,928.67,16,66070,1
23,3,8,2022,7,7662000252,46,17.51,40,29939,1
23,3,8,2022,12,7662000253,70,986.52,16,66070,1
23,3,8,2022,9,7662000254,73,49.08,43,76631,1
23,3,8,2022,6,7662000255,46,251.77,40,29939,1
23,3,8,2022,0,7662000256,46,492.84,40,29939,1
0,3,9,2022,8,7662000257,43,770.8,43,79237,1
0,3,9,2022,4,7662000258,48,332.13,30,3816,1
1,3,9,2022,12,7662000259,43,877.56,43,79237,1
4,3,9,2022,8,7662000260,32,2.25,15,46723,0
6,3,9,2022,8,7662000261,26,18.18,5,80951,0
10,3,9,2022,9,7662000262,55,3.39,12,50421,0
12,3,9,2022,6,7662000263,63,55.13,34,14707,0
13,3,9,2022,10,7662000264,58,36.78,16,67556,0
13,3,9,2022,13,7662000265,34,2.45,34,13361,0
14,3,9,2022,1,7662000266,79,49.75,45,24070,0
18,3,9,2022,1,7662000267,47,11.9,23,56548,0
19,3,9,2022,0,7662000268,40,186.32,44,84087,0
20,3,9,2022,5,7662000269,50,17.8,38,15834,0
22,3,9,2022,0,7662000270,43,497.67,43,79237,1
22,3,9,2022,7,7662000271,48,16.5,30,3816,1
23,3,9,2022,12,7662000272,43,1046.06,43,79237,1
23,3,9,2022,0,7662000273,48,527.75,30,3816,1
23,3,9,2022,7,7662000274,48,18.93,30,3816,1
0,3,10,2022,2,7662000275,43,10.87,43,79237,1
0,3,10,2022,11,7662000276,43,1257.8,43,79237,1
0,3,10,2022,4,7662000277,61,291.93,34,13615,1
0,3,10,2022,4,7662000278,61,325.98,34,13615,1
0,3,10,2022,2,7662000279,43,11.08,43,79237,1
1,3,10,2022,11,7662000280,35,84.92,17,40914,0
1,3,10,2022,2,7662000281,47,56.98,41,57374,0
2,3,10,2022,2,7662000282,64,71.09,43,79548,0
2,3,10,2022,4,7662000283,43,361.1,43,79237,1
2,3,10,2022,4,7662000284,19,66.49,30,3818,0
3,3,10,2022,4,7662000285,43,325.86,43,79237,1
4,3,10,2022,4,7662000286,52,133.1,38,17929,0
5,3,10,2022,11,7662000287,55,8.86,26,59542,0
6,3,10,2022,11,7662000288,59,1.2,14,61830,0
6,3,10,2022,12,7662000289,33,144.76,45,24433,0
8,3,10,2022,3,7662000290,29,32.03,28,58569,0
9,3,10,2022,2,7662000291,44,68.75,24,64659,0
11,3,10,2022,9,7662000292,85,5.45,9,34112,0
13,3,10,2022,6,7662000293,26,256.09,27,28314,0
13,3,10,2022,10,7662000294,89,24.02,28,58531,0
13,3,10,2022,13,7662000295,43,9.33,43,79237,1
13,3,10,2022,6,7662000296,48,26.65,22,48174,0
15,3,10,2022,4,7662000297,61,333.08,34,13615,1
17,3,10,2022,11,7662000298,34,92.65,38,19149,0
18,3,10,2022,12,7662000299,21,4.93,34,12534,0
20,3,10,2022,1,7662000300,31,26.42,27,28654,0
21,3,10,2022,4,7662000301,61,307.03,34,13615,1
21,3,10,2022,7,7662000302,28,190,4,94015,0
22,3,10,2022,7,7662000303,43,17.57,43,79237,1
22,3,10,2022,6,7662000304,43,236.34,43,79237,1
22,3,10,2022,12,7662000305,61,774.74,34,13615,1
23,3,10,2022,4,7662000306,61,322.25,34,13615,1
23,3,10,2022,8,7662000307,61,652.76,34,13615,1
23,3,10,2022,10,7662000308,66,23.13,24,64470,0
23,3,10,2022,8,7662000309,61,861.16,34,13615,1
23,3,10,2022,1,7662000310,43,104.45,43,79237,1
0,3,11,2022,2,7662000311,77,18.83,23,56729,1
0,3,11,2022,4,7662000312,54,312.89,20,21865,1
0,3,11,2022,2,7662000313,77,18.53,23,56729,1
0,3,11,2022,4,7662000314,34,316.98,24,63010,1
0,3,11,2022,4,7662000315,61,343.31,34,13615,1
1,3,11,2022,2,7662000316,54,18.55,20,21865,1
1,3,11,2022,3,7662000317,61,18.24,34,13615,1
2,3,11,2022,4,7662000318,34,280.25,24,63010,1
6,3,11,2022,2,7662000319,34,58.53,24,64874,0
7,3,11,2022,4,7662000320,77,307.27,23,56729,1
8,3,11,2022,4,7662000321,34,285.62,24,63010,1
8,3,11,2022,2,7662000322,38,60.02,38,18433,0
9,3,11,2022,12,7662000323,68,3.36,45,22151,0
10,3,11,2022,9,7662000324,39,35.38,20,21790,0
14,3,11,2022,11,7662000325,54,1115.59,20,21865,1
14,3,11,2022,1,7662000326,21,3.54,33,89512,0
16,3,11,2022,13,7662000327,25,3.25,18,70726,0
16,3,11,2022,12,7662000328,23,129.42,34,13469,0
19,3,11,2022,0,7662000329,54,662.99,20,21865,1
19,3,11,2022,1,7662000330,36,63.44,35,44412,0
20,3,11,2022,8,7662000331,54,811.54,20,21865,1
21,3,11,2022,5,7662000332,39,58.86,49,25526,0
22,3,11,2022,10,7662000333,54,49.22,20,21865,1
22,3,11,2022,4,7662000334,54,309.91,20,21865,1
